doc_id,author,work_group,masked_occurrences,original_char_count,masked_char_count,split
Bacalbasa_DinViataMilitarapregatiriPentruSurprindere.txt,Bacalbasa,Bacalbasa__DinViataMilitarapregatiriPentruSurprindere,0,1442,1442,train
Bacalbasa_DinViataMilitaraunSergentMajor.txt,Bacalbasa,Bacalbasa__DinViataMilitaraunSergentMajor,0,5442,5442,validation
Bacalbasa_DonMaiorFritz.txt,Bacalbasa,Bacalbasa__DonMaiorFritz,0,1070,1070,train
Bacalbasa_DupaSerbari.txt,Bacalbasa,Bacalbasa__DupaSerbari,0,5201,5201,train
Bacalbasa_EmblemaRegala.txt,Bacalbasa,Bacalbasa__EmblemaRegala,0,1287,1287,validation
Bacalbasa_FabricaDeCiocoi.txt,Bacalbasa,Bacalbasa__FabricaDeCiocoi,0,3828,3828,train
Bacalbasa_Foametea.txt,Bacalbasa,Bacalbasa__Foametea,0,4760,4760,train
Bacalbasa_FunctionariiComerciali.txt,Bacalbasa,Bacalbasa__FunctionariiComerciali,0,6449,6449,train
Bacalbasa_FurtFaraEfractie.txt,Bacalbasa,Bacalbasa__FurtFaraEfractie,0,3703,3703,train
Bacalbasa_GeografulGobjan.txt,Bacalbasa,Bacalbasa__GeografulGobjan,0,4544,4544,train
Bacalbasa_Gramatica.txt,Bacalbasa,Bacalbasa__Gramatica,0,4272,4272,train
Bacalbasa_GrevaAReusit.txt,Bacalbasa,Bacalbasa__GrevaAReusit,0,4102,4102,train
Bacalbasa_HoleraMitropolitului.txt,Bacalbasa,Bacalbasa__HoleraMitropolitului,0,2109,2109,test
Bacalbasa_ILCaragiale.txt,Bacalbasa,Bacalbasa__ILCaragiale,0,4904,4904,train
Bacalbasa_ImpotrivaNationalismului.txt,Bacalbasa,Bacalbasa__ImpotrivaNationalismului,0,2310,2310,test
Bacalbasa_Incepe.txt,Bacalbasa,Bacalbasa__Incepe,0,2401,2401,test
Bacalbasa_Instigatorii.txt,Bacalbasa,Bacalbasa__Instigatorii,0,4099,4099,train
Bacalbasa_Invataminte.txt,Bacalbasa,Bacalbasa__Invataminte,0,4303,4303,train
Bacalbasa_IubireaInPoezie.txt,Bacalbasa,Bacalbasa__IubireaInPoezie,0,4541,4541,train
Bacalbasa_Justitie.txt,Bacalbasa,Bacalbasa__Justitie,0,2901,2901,train
Bacalbasa_LaStana.txt,Bacalbasa,Bacalbasa__LaStana,0,1540,1540,train
Bacalbasa_LaVacarestiNuLaFilaret.txt,Bacalbasa,Bacalbasa__LaVacarestiNuLaFilaret,0,3167,3167,train
Bacalbasa_Leone.txt,Bacalbasa,Bacalbasa__Leone,0,5484,5484,train
Bacalbasa_LibertateSiRobie.txt,Bacalbasa,Bacalbasa__LibertateSiRobie,0,3815,3815,train
Bacalbasa_MareleCapitan.txt,Bacalbasa,Bacalbasa__MareleCapitan,0,1117,1117,validation
Bacalbasa_MenageriaRegalaAlexandruLahovary.txt,Bacalbasa,Bacalbasa__MenageriaRegalaAlexandruLahovary,0,2571,2571,validation
Bacalbasa_MenageriaRegalaLascarCatargiu.txt,Bacalbasa,Bacalbasa__MenageriaRegalaLascarCatargiu,0,3098,3098,train
Bacalbasa_MesajulSiCriza.txt,Bacalbasa,Bacalbasa__MesajulSiCriza,0,3890,3890,test
Bacalbasa_MititaScuza.txt,Bacalbasa,Bacalbasa__MititaScuza,0,1765,1765,test
Bacalbasa_MosTeacaaghiotantulPietei.txt,Bacalbasa,Bacalbasa__MosTeacaaghiotantulPietei,0,5721,5721,train
Bacalbasa_MosTeacabacalaureatii.txt,Bacalbasa,Bacalbasa__MosTeacabacalaureatii,0,2367,2367,train
Bacalbasa_MosTeacacheiulDambovitei.txt,Bacalbasa,Bacalbasa__MosTeacacheiulDambovitei,0,2105,2105,validation
Bacalbasa_MosTeacachipiulAlb.txt,Bacalbasa,Bacalbasa__MosTeacachipiulAlb,0,2150,2150,train
Bacalbasa_MosTeacacineEMosTeaca.txt,Bacalbasa,Bacalbasa__MosTeacacineEMosTeaca,0,11811,11811,train
Bacalbasa_MosTeacacontrabanda.txt,Bacalbasa,Bacalbasa__MosTeacacontrabanda,0,2409,2409,train
Bacalbasa_MosTeacacumSeVindecaBoalele.txt,Bacalbasa,Bacalbasa__MosTeacacumSeVindecaBoalele,0,5344,5344,train
Bacalbasa_MosTeacadonColonelPeFrontiera.txt,Bacalbasa,Bacalbasa__MosTeacadonColonelPeFrontiera,0,1668,1668,train
Bacalbasa_MosTeacaepizootia.txt,Bacalbasa,Bacalbasa__MosTeacaepizootia,0,3340,3340,test
Bacalbasa_MosTeacainDobrogea.txt,Bacalbasa,Bacalbasa__MosTeacainDobrogea,0,2131,2131,validation
Bacalbasa_MosTeacainainteDeInspectie.txt,Bacalbasa,Bacalbasa__MosTeacainainteDeInspectie,0,2981,2981,validation
Bacalbasa_MosTeacaintreCamarazi.txt,Bacalbasa,Bacalbasa__MosTeacaintreCamarazi,0,2584,2584,train
Bacalbasa_MosTeacalaTeatru.txt,Bacalbasa,Bacalbasa__MosTeacalaTeatru,0,3701,3701,train
Bacalbasa_MosTeacaluminaElectrica.txt,Bacalbasa,Bacalbasa__MosTeacaluminaElectrica,0,1753,1753,train
Bacalbasa_MosTeacamosTeacaLa10Mai.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaLa10Mai,0,3915,3915,test
Bacalbasa_MosTeacamosTeacaLaInundatie.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaLaInundatie,0,3077,3077,train
Bacalbasa_MosTeacamosTeacaPensionar.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaPensionar,0,2532,2532,validation
Bacalbasa_MosTeacamosTeacaSenator.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaSenator,0,2189,2189,validation
Bacalbasa_MosTeacamosTeacaSiExamenele.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaSiExamenele,0,1824,1824,train
Bacalbasa_MosTeacamosTeacaSiPresa.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaSiPresa,0,1736,1736,train
Bacalbasa_MosTeacamosTeacaSiScoala.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaSiScoala,0,2127,2127,train
Bacalbasa_MosTeacamosTeacaSpiritist.txt,Bacalbasa,Bacalbasa__MosTeacamosTeacaSpiritist,0,4459,4459,train
Bacalbasa_MosTeacapastele.txt,Bacalbasa,Bacalbasa__MosTeacapastele,0,3350,3350,train
Bacalbasa_MosTeacaprimulAtac.txt,Bacalbasa,Bacalbasa__MosTeacaprimulAtac,0,2496,2496,test
Bacalbasa_MosTeacarascoalaCarutasilor.txt,Bacalbasa,Bacalbasa__MosTeacarascoalaCarutasilor,0,2194,2194,validation
Bacalbasa_MosTeacarecrutii.txt,Bacalbasa,Bacalbasa__MosTeacarecrutii,0,2153,2153,train
Bacalbasa_MosTeacareligiaCazona.txt,Bacalbasa,Bacalbasa__MosTeacareligiaCazona,0,1729,1729,train
Bacalbasa_MosTeacatelegrafulRegimentului.txt,Bacalbasa,Bacalbasa__MosTeacatelegrafulRegimentului,0,2375,2375,train
Bacalbasa_MosTeacateorii.txt,Bacalbasa,Bacalbasa__MosTeacateorii,0,3128,3128,validation
Bacalbasa_MosTeacaunJurnalCazon.txt,Bacalbasa,Bacalbasa__MosTeacaunJurnalCazon,0,2993,2993,test
Bacalbasa_MosTeacaunRondSever.txt,Bacalbasa,Bacalbasa__MosTeacaunRondSever,0,3529,3529,train
Bacalbasa_MuncaNoastra.txt,Bacalbasa,Bacalbasa__MuncaNoastra,0,3313,3313,validation
Bacalbasa_NAvemProletari.txt,Bacalbasa,Bacalbasa__NAvemProletari,0,3564,3564,validation
Bacalbasa_NoteSiSchite.txt,Bacalbasa,Bacalbasa__NoteSiSchite,0,9641,9641,test
Bacalbasa_NouluiNascut.txt,Bacalbasa,Bacalbasa__NouluiNascut,0,3866,3866,train
Bacalbasa_NuntaEnglitereiCuRomania.txt,Bacalbasa,Bacalbasa__NuntaEnglitereiCuRomania,0,6225,6225,train
Bacalbasa_OPovesteTrista.txt,Bacalbasa,Bacalbasa__OPovesteTrista,0,3311,3311,train
Bacalbasa_OVictorie.txt,Bacalbasa,Bacalbasa__OVictorie,0,3352,3352,test
Bacalbasa_OameniiLui98.txt,Bacalbasa,Bacalbasa__OameniiLui98,0,3581,3581,train
Bacalbasa_OcultaSiInteligenta.txt,Bacalbasa,Bacalbasa__OcultaSiInteligenta,0,3509,3509,test
Bacalbasa_PapusileMaiestatiiSale.txt,Bacalbasa,Bacalbasa__PapusileMaiestatiiSale,0,3478,3478,train
Bacalbasa_PaturaCulta.txt,Bacalbasa,Bacalbasa__PaturaCulta,0,7162,7162,test
Bacalbasa_PentruCeLuptamNoiSocialistii.txt,Bacalbasa,Bacalbasa__PentruCeLuptamNoiSocialistii,0,2235,2235,train
Bacalbasa_PentruEminescu.txt,Bacalbasa,Bacalbasa__PentruEminescu,0,1702,1702,train
Bacalbasa_PentruReprezentantiiTarii.txt,Bacalbasa,Bacalbasa__PentruReprezentantiiTarii,0,3232,3232,train
Bacalbasa_PoetiCantati.txt,Bacalbasa,Bacalbasa__PoetiCantati,0,1042,1042,train
Bacalbasa_PolitistiiDinIasi.txt,Bacalbasa,Bacalbasa__PolitistiiDinIasi,0,2882,2882,train
Bacalbasa_PrasilaRegala.txt,Bacalbasa,Bacalbasa__PrasilaRegala,0,5918,5918,train
Bacalbasa_PrefataLaDonPaladu.txt,Bacalbasa,Bacalbasa__PrefataLaDonPaladu,0,4576,4576,train
Bacalbasa_ProcesulBurgheziei.txt,Bacalbasa,Bacalbasa__ProcesulBurgheziei,0,4195,4195,train
Bacalbasa_RaspunsulLaMesaj.txt,Bacalbasa,Bacalbasa__RaspunsulLaMesaj,0,4170,4170,train
Bacalbasa_Reflectii.txt,Bacalbasa,Bacalbasa__Reflectii,0,1554,1554,train
Bacalbasa_Scandal.txt,Bacalbasa,Bacalbasa__Scandal,0,4298,4298,train
Bacalbasa_SeDuceReligia.txt,Bacalbasa,Bacalbasa__SeDuceReligia,0,2172,2172,train
Bacalbasa_SerbareaDeAziHoriaCloscaCrisan.txt,Bacalbasa,Bacalbasa__SerbareaDeAziHoriaCloscaCrisan,0,2644,2644,train
Bacalbasa_ServitorulRegelui.txt,Bacalbasa,Bacalbasa__ServitorulRegelui,0,3491,3491,validation
Bacalbasa_SfantaFilofteia.txt,Bacalbasa,Bacalbasa__SfantaFilofteia,0,6919,6919,train
Bacalbasa_Spanachidi.txt,Bacalbasa,Bacalbasa__Spanachidi,0,2207,2207,train
Bacalbasa_Spanachidism.txt,Bacalbasa,Bacalbasa__Spanachidism,0,4943,4943,train
Bacalbasa_TaraFericita.txt,Bacalbasa,Bacalbasa__TaraFericita,0,2721,2721,train
Bacalbasa_Taranii.txt,Bacalbasa,Bacalbasa__Taranii,0,3148,3148,test
Bacalbasa_TaraniiLaOras.txt,Bacalbasa,Bacalbasa__TaraniiLaOras,0,3957,3957,train
Bacalbasa_TextScrisDeMina.txt,Bacalbasa,Bacalbasa__TextScrisDeMina,0,2274,2274,train
Bacalbasa_UnulDinMultime.txt,Bacalbasa,Bacalbasa__UnulDinMultime,0,4407,4407,train
Bacalbasa_VeaculNostru.txt,Bacalbasa,Bacalbasa__VeaculNostru,0,2123,2123,train
Caragiale_25DeMinute.txt,Caragiale,Caragiale__25DeMinute,0,8575,8575,train
Caragiale_AbuHasan.txt,Caragiale,Caragiale__AbuHasan,0,32559,32559,test
Caragiale_AcceleratNo17.txt,Caragiale,Caragiale__AcceleratNo17,0,7362,7362,validation
Caragiale_AmiculX.txt,Caragiale,Caragiale__AmiculX,0,6924,6924,train
Caragiale_Antologie.txt,Caragiale,Caragiale__Antologie,0,12008,12008,train
Caragiale_AsaSaMor.txt,Caragiale,Caragiale__AsaSaMor,0,8395,8395,train
Caragiale_AtmosferaIncarcata.txt,Caragiale,Caragiale__AtmosferaIncarcata,0,7468,7468,validation
Caragiale_Bacalaureat.txt,Caragiale,Caragiale__Bacalaureat,0,6062,6062,train
Caragiale_Bubico.txt,Caragiale,Caragiale__Bubico,0,10600,10600,train
Caragiale_CalulDracului.txt,Caragiale,Caragiale__CalulDracului,0,15722,15722,train
Caragiale_CamTarziu.txt,Caragiale,Caragiale__CamTarziu,0,6938,6938,train
Caragiale_CanutaOmSucit.txt,Caragiale,Caragiale__CanutaOmSucit,0,15162,15162,validation
Caragiale_CumDevineCinevaRevolutionarSiOmPolitic.txt,Caragiale,Caragiale__CumDevineCinevaRevolutionarSiOmPolitic,0,6787,6787,validation
Caragiale_DLGoe.txt,Caragiale,Caragiale__DLGoe,0,8815,8815,train
Caragiale_DespreCometaPrelegerePopulara.txt,Caragiale,Caragiale__DespreCometaPrelegerePopulara,0,11358,11358,train
Caragiale_DouaLoturi.txt,Caragiale,Caragiale__DouaLoturi,0,27068,27068,test
Caragiale_Emulatiune.txt,Caragiale,Caragiale__Emulatiune,0,8572,8572,train
Caragiale_ExamenulAnnual.txt,Caragiale,Caragiale__ExamenulAnnual,0,3789,3789,train
Caragiale_FiveOclock.txt,Caragiale,Caragiale__FiveOclock,0,6920,6920,train
Caragiale_GreuDeAziPeMaineSauUnchiulSiNepotul.txt,Caragiale,Caragiale__GreuDeAziPeMaineSauUnchiulSiNepotul,0,9805,9805,validation
Caragiale_HighLife.txt,Caragiale,Caragiale__HighLife,0,8432,8432,test
Caragiale_Identitate.txt,Caragiale,Caragiale__Identitate,0,9728,9728,train
Caragiale_InVremeDeRazboi.txt,Caragiale,Caragiale__InVremeDeRazboi,0,31536,31536,test
Caragiale_Infamie.txt,Caragiale,Caragiale__Infamie,0,5730,5730,train
Caragiale_Inspectiune.txt,Caragiale,Caragiale__Inspectiune,0,15107,15107,train
Caragiale_Intarziere.txt,Caragiale,Caragiale__Intarziere,0,7981,7981,train
Caragiale_IntreDouaPoveteSchita.txt,Caragiale,Caragiale__IntreDouaPoveteSchita,0,11433,11433,train
Caragiale_Justitie.txt,Caragiale,Caragiale__Justitie,0,4831,4831,train
Caragiale_KirIanulea.txt,Caragiale,Caragiale__KirIanulea,0,32419,32419,validation
Caragiale_LaConac.txt,Caragiale,Caragiale__LaConac,0,10072,10072,train
Caragiale_LaHanulLuiManjoala.txt,Caragiale,Caragiale__LaHanulLuiManjoala,0,16002,16002,test
Caragiale_LaMosi.txt,Caragiale,Caragiale__LaMosi,0,7665,7665,train
Caragiale_LaPeles.txt,Caragiale,Caragiale__LaPeles,0,3517,3517,train
Caragiale_LacheSiMache.txt,Caragiale,Caragiale__LacheSiMache,0,6331,6331,train
Caragiale_LunaDeMiere.txt,Caragiale,Caragiale__LunaDeMiere,0,10923,10923,train
Caragiale_Mama.txt,Caragiale,Caragiale__Mama,0,8393,8393,train
Caragiale_MiciEconomii.txt,Caragiale,Caragiale__MiciEconomii,0,7436,7436,train
Caragiale_Monopol.txt,Caragiale,Caragiale__Monopol,0,10097,10097,train
Caragiale_OConferinta.txt,Caragiale,Caragiale__OConferinta,0,10883,10883,train
Caragiale_OFaclieDePaste.txt,Caragiale,Caragiale__OFaclieDePaste,0,26996,26996,train
Caragiale_OLacuna.txt,Caragiale,Caragiale__OLacuna,0,8058,8058,train
Caragiale_OZiSolemna.txt,Caragiale,Caragiale__OZiSolemna,0,10006,10006,train
Caragiale_OmCuNoroc.txt,Caragiale,Caragiale__OmCuNoroc,0,8398,8398,test
Caragiale_Pacat.txt,Caragiale,Caragiale__Pacat,0,32229,32229,train
Caragiale_PastramaTrufanda.txt,Caragiale,Caragiale__PastramaTrufanda,0,9573,9573,train
Caragiale_Petitiune.txt,Caragiale,Caragiale__Petitiune,0,7382,7382,validation
Caragiale_Poveste.txt,Caragiale,Caragiale__Poveste,0,32526,32526,train
Caragiale_PremiulIntaiOReminiscentaDinTineretelePedagogului.txt,Caragiale,Caragiale__PremiulIntaiOReminiscentaDinTineretelePedagogului,0,9389,9389,validation
Caragiale_ProcesVerbal.txt,Caragiale,Caragiale__ProcesVerbal,0,7505,7505,train
Caragiale_RepausulDuminical.txt,Caragiale,Caragiale__RepausulDuminical,0,10193,10193,test
Caragiale_Situatiunea.txt,Caragiale,Caragiale__Situatiunea,0,6979,6979,train
Caragiale_Succes.txt,Caragiale,Caragiale__Succes,0,9187,9187,train
Caragiale_Tal.txt,Caragiale,Caragiale__Tal,0,11854,11854,train
Caragiale_Tempora.txt,Caragiale,Caragiale__Tempora,0,7270,7270,train
Caragiale_TrenDePlacere.txt,Caragiale,Caragiale__TrenDePlacere,0,13296,13296,validation
Caragiale_TriumfulTalentului.txt,Caragiale,Caragiale__TriumfulTalentului,0,9068,9068,train
Caragiale_UltimaEmisiune.txt,Caragiale,Caragiale__UltimaEmisiune,0,7230,7230,test
Caragiale_UltimaOra.txt,Caragiale,Caragiale__UltimaOra,0,7411,7411,test
Caragiale_Vizita.txt,Caragiale,Caragiale__Vizita,0,7432,7432,train
Creanga_AculSiBarosul.txt,Creanga,Creanga__AculSiBarosul,0,4348,4348,validation
Creanga_AmintiriDinCopilarie-1.txt,Creanga,Creanga__AmintiriDinCopilarie,0,35489,35489,validation
Creanga_AmintiriDinCopilarie-2.txt,Creanga,Creanga__AmintiriDinCopilarie,0,41477,41477,validation
Creanga_AmintiriDinCopilarie-3.txt,Creanga,Creanga__AmintiriDinCopilarie,0,48328,48328,validation
Creanga_AmintiriDinCopilarie-4.txt,Creanga,Creanga__AmintiriDinCopilarie,0,14408,14408,validation
Creanga_CapraCuTreiIezi.txt,Creanga,Creanga__CapraCuTreiIezi,0,13592,13592,test
Creanga_CinciPaini.txt,Creanga,Creanga__CinciPaini,0,7544,7544,train
Creanga_DanilaPrepeleac.txt,Creanga,Creanga__DanilaPrepeleac,0,22646,22646,train
Creanga_DragosteChioaraSiAmoriuGhebos.txt,Creanga,Creanga__DragosteChioaraSiAmoriuGhebos,0,1622,1622,train
Creanga_FatFrumosFiulIepei.txt,Creanga,Creanga__FatFrumosFiulIepei,0,24239,24239,train
Creanga_FataBabeiSiFataMosneagului.txt,Creanga,Creanga__FataBabeiSiFataMosneagului,0,12756,12756,test
Creanga_FragmentDeAutobiografie.txt,Creanga,Creanga__FragmentDeAutobiografie,0,4067,4067,train
Creanga_IezuitismulInRomania.txt,Creanga,Creanga__IezuitismulInRomania,0,5909,5909,train
Creanga_IntimpinareLaCriticaDomnuluiNadejde.txt,Creanga,Creanga__IntimpinareLaCriticaDomnuluiNadejde,0,2907,2907,train
Creanga_InulSiCamesa.txt,Creanga,Creanga__InulSiCamesa,0,3671,3671,train
Creanga_IonRoataSiCuzaVoda.txt,Creanga,Creanga__IonRoataSiCuzaVoda,0,10304,10304,train
Creanga_IvanTurbinca.txt,Creanga,Creanga__IvanTurbinca,0,27141,27141,train
Creanga_MisiuneaPreotuluiLaSate.txt,Creanga,Creanga__MisiuneaPreotuluiLaSate,0,9521,9521,train
Creanga_MosIonRoataSiUnirea.txt,Creanga,Creanga__MosIonRoataSiUnirea,0,6716,6716,train
Creanga_MosNichiforCotcariul.txt,Creanga,Creanga__MosNichiforCotcariul,0,31369,31369,train
Creanga_OIntrebareDLuiGorjan.txt,Creanga,Creanga__OIntrebareDLuiGorjan,0,13185,13185,train
Creanga_Pacala.txt,Creanga,Creanga__Pacala,0,3941,3941,train
Creanga_PopaDuhu.txt,Creanga,Creanga__PopaDuhu,0,9485,9485,test
Creanga_PovesteaLuiHarapAlb.txt,Creanga,Creanga__PovesteaLuiHarapAlb,0,98104,98104,train
Creanga_PovesteaLuiIonicaCelProst.txt,Creanga,Creanga__PovesteaLuiIonicaCelProst,0,20539,20539,train
Creanga_PovesteaLuiStanPatitul.txt,Creanga,Creanga__PovesteaLuiStanPatitul,0,40471,40471,train
Creanga_PovesteaPorculuI.txt,Creanga,Creanga__PovesteaPorculuI,0,30149,30149,train
Creanga_PovesteaPovestiloR.txt,Creanga,Creanga__PovesteaPovestiloR,0,14837,14837,train
Creanga_PovesteaUnuiOmLenes.txt,Creanga,Creanga__PovesteaUnuiOmLenes,0,3425,3425,test
Creanga_ProstiaOmeneasca.txt,Creanga,Creanga__ProstiaOmeneasca,0,5736,5736,train
Creanga_PungutaCuDoiBani.txt,Creanga,Creanga__PungutaCuDoiBani,0,7350,7350,train
Creanga_RaspunsDomnuluiIoanPopFlorantin.txt,Creanga,Creanga__RaspunsDomnuluiIoanPopFlorantin,0,32706,32706,test
Creanga_ScrisoriCatreAcCuza.txt,Creanga,Creanga__ScrisoriCatreAcCuza,0,837,837,train
Creanga_ScrisoriCatreEcaterinaVartic.txt,Creanga,Creanga__ScrisoriCatreEcaterinaVartic,0,1786,1786,train
Creanga_ScrisoriCatreElenaCreangaChitei.txt,Creanga,Creanga__ScrisoriCatreElenaCreangaChitei,0,1280,1280,train
Creanga_ScrisoriCatreGheorgheCreanga.txt,Creanga,Creanga__ScrisoriCatreGheorgheCreanga,0,5422,5422,validation
Creanga_ScrisoriCatreIacobNegruzzi.txt,Creanga,Creanga__ScrisoriCatreIacobNegruzzi,0,2870,2870,train
Creanga_ScrisoriCatreIonSlavici.txt,Creanga,Creanga__ScrisoriCatreIonSlavici,0,3323,3323,train
Creanga_ScrisoriCatreMihaiEminescu.txt,Creanga,Creanga__ScrisoriCatreMihaiEminescu,0,3121,3121,validation
Creanga_ScrisoriCatreMihailKogalniceanu.txt,Creanga,Creanga__ScrisoriCatreMihailKogalniceanu,0,657,657,train
Creanga_ScrisoriCatreNicolaeGane.txt,Creanga,Creanga__ScrisoriCatreNicolaeGane,0,795,795,train
Creanga_ScrisoriCatreSocRomaniaJuna.txt,Creanga,Creanga__ScrisoriCatreSocRomaniaJuna,0,381,381,test
Creanga_ScrisoriCatreTituMaiorescu.txt,Creanga,Creanga__ScrisoriCatreTituMaiorescu,0,8412,8412,test
Creanga_ScrisoriCatreVasileConta.txt,Creanga,Creanga__ScrisoriCatreVasileConta,0,501,501,validation
Creanga_ScrisoriCatreVictorZaharovschi.txt,Creanga,Creanga__ScrisoriCatreVictorZaharovschi,0,954,954,validation
Creanga_ScrisoriCatreZaheiCreanga.txt,Creanga,Creanga__ScrisoriCatreZaheiCreanga,0,1049,1049,train
Creanga_SoacraCuTreiNurori.txt,Creanga,Creanga__SoacraCuTreiNurori,0,13187,13187,validation
Creanga_UrsulPacalitDeVulpe.txt,Creanga,Creanga__UrsulPacalitDeVulpe,0,3929,3929,train
Delavrancea_ApaSiFoc.txt,Delavrancea,Delavrancea__ApaSiFoc,0,12265,12265,train
Delavrancea_BoacaSiOnea.txt,Delavrancea,Delavrancea__BoacaSiOnea,0,24063,24063,train
Delavrancea_Bunica.txt,Delavrancea,Delavrancea__Bunica,0,5160,5160,train
Delavrancea_Bunicul.txt,Delavrancea,Delavrancea__Bunicul,0,3939,3939,train
Delavrancea_Bursierul.txt,Delavrancea,Delavrancea__Bursierul,0,33195,33195,train
Delavrancea_DeAziSiDeDemult.txt,Delavrancea,Delavrancea__DeAziSiDeDemult,0,17787,17787,validation
Delavrancea_DeparteDeparte.txt,Delavrancea,Delavrancea__DeparteDeparte,0,24776,24776,train
Delavrancea_DinMemoriileTrubadurului.txt,Delavrancea,Delavrancea__DinMemoriileTrubadurului,0,46372,46372,train
Delavrancea_DomnulVucea.txt,Delavrancea,Delavrancea__DomnulVucea,0,29257,29257,train
Delavrancea_DouaLacrimi.txt,Delavrancea,Delavrancea__DouaLacrimi,0,3894,3894,validation
Delavrancea_FantaCella.txt,Delavrancea,Delavrancea__FantaCella,0,10366,10366,test
Delavrancea_FataMosului.txt,Delavrancea,Delavrancea__FataMosului,0,22334,22334,train
