doc_id,source_path,author,title,work_group,input_char_count,normalized_char_count
Bacalbasa_MosTeacainainteDeInspectie.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacainainteDeInspectie.txt,Bacalbasa,MosTeacainainteDeInspectie,Bacalbasa__MosTeacainainteDeInspectie,2995,2981
Bacalbasa_MosTeacaintreCamarazi.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaintreCamarazi.txt,Bacalbasa,MosTeacaintreCamarazi,Bacalbasa__MosTeacaintreCamarazi,2586,2584
Bacalbasa_MosTeacalaTeatru.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacalaTeatru.txt,Bacalbasa,MosTeacalaTeatru,Bacalbasa__MosTeacalaTeatru,3703,3701
Bacalbasa_MosTeacaluminaElectrica.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaluminaElectrica.txt,Bacalbasa,MosTeacaluminaElectrica,Bacalbasa__MosTeacaluminaElectrica,1767,1753
Bacalbasa_MosTeacamosTeacaLa10Mai.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaLa10Mai.txt,Bacalbasa,MosTeacamosTeacaLa10Mai,Bacalbasa__MosTeacamosTeacaLa10Mai,3921,3915
Bacalbasa_MosTeacamosTeacaLaInundatie.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaLaInundatie.txt,Bacalbasa,MosTeacamosTeacaLaInundatie,Bacalbasa__MosTeacamosTeacaLaInundatie,3097,3077
Bacalbasa_MosTeacamosTeacaPensionar.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaPensionar.txt,Bacalbasa,MosTeacamosTeacaPensionar,Bacalbasa__MosTeacamosTeacaPensionar,2532,2532
Bacalbasa_MosTeacamosTeacaSenator.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaSenator.txt,Bacalbasa,MosTeacamosTeacaSenator,Bacalbasa__MosTeacamosTeacaSenator,2191,2189
Bacalbasa_MosTeacamosTeacaSiExamenele.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaSiExamenele.txt,Bacalbasa,MosTeacamosTeacaSiExamenele,Bacalbasa__MosTeacamosTeacaSiExamenele,1826,1824
Bacalbasa_MosTeacamosTeacaSiPresa.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaSiPresa.txt,Bacalbasa,MosTeacamosTeacaSiPresa,Bacalbasa__MosTeacamosTeacaSiPresa,1746,1736
Bacalbasa_MosTeacamosTeacaSiScoala.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaSiScoala.txt,Bacalbasa,MosTeacamosTeacaSiScoala,Bacalbasa__MosTeacamosTeacaSiScoala,2137,2127
Bacalbasa_MosTeacamosTeacaSpiritist.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacamosTeacaSpiritist.txt,Bacalbasa,MosTeacamosTeacaSpiritist,Bacalbasa__MosTeacamosTeacaSpiritist,4463,4459
Bacalbasa_MosTeacapastele.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacapastele.txt,Bacalbasa,MosTeacapastele,Bacalbasa__MosTeacapastele,3368,3350
Bacalbasa_MosTeacaprimulAtac.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaprimulAtac.txt,Bacalbasa,MosTeacaprimulAtac,Bacalbasa__MosTeacaprimulAtac,2498,2496
Bacalbasa_MosTeacarascoalaCarutasilor.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacarascoalaCarutasilor.txt,Bacalbasa,MosTeacarascoalaCarutasilor,Bacalbasa__MosTeacarascoalaCarutasilor,2198,2194
Bacalbasa_MosTeacarecrutii.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacarecrutii.txt,Bacalbasa,MosTeacarecrutii,Bacalbasa__MosTeacarecrutii,2199,2153
Bacalbasa_MosTeacareligiaCazona.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacareligiaCazona.txt,Bacalbasa,MosTeacareligiaCazona,Bacalbasa__MosTeacareligiaCazona,1729,1729
Bacalbasa_MosTeacatelegrafulRegimentului.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacatelegrafulRegimentului.txt,Bacalbasa,MosTeacatelegrafulRegimentului,Bacalbasa__MosTeacatelegrafulRegimentului,2397,2375
Bacalbasa_MosTeacateorii.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacateorii.txt,Bacalbasa,MosTeacateorii,Bacalbasa__MosTeacateorii,3150,3128
Bacalbasa_MosTeacaunJurnalCazon.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaunJurnalCazon.txt,Bacalbasa,MosTeacaunJurnalCazon,Bacalbasa__MosTeacaunJurnalCazon,3017,2993
Bacalbasa_MosTeacaunRondSever.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaunRondSever.txt,Bacalbasa,MosTeacaunRondSever,Bacalbasa__MosTeacaunRondSever,3539,3529
Bacalbasa_MuncaNoastra.txt,ro-storiesAP-ROST/Bacalbasa_MuncaNoastra.txt,Bacalbasa,MuncaNoastra,Bacalbasa__MuncaNoastra,3313,3313
Bacalbasa_NAvemProletari.txt,ro-storiesAP-ROST/Bacalbasa_NAvemProletari.txt,Bacalbasa,NAvemProletari,Bacalbasa__NAvemProletari,3564,3564
Bacalbasa_NoteSiSchite.txt,ro-storiesAP-ROST/Bacalbasa_NoteSiSchite.txt,Bacalbasa,NoteSiSchite,Bacalbasa__NoteSiSchite,9655,9641
Bacalbasa_NouluiNascut.txt,ro-storiesAP-ROST/Bacalbasa_NouluiNascut.txt,Bacalbasa,NouluiNascut,Bacalbasa__NouluiNascut,3866,3866
Bacalbasa_NuntaEnglitereiCuRomania.txt,ro-storiesAP-ROST/Bacalbasa_NuntaEnglitereiCuRomania.txt,Bacalbasa,NuntaEnglitereiCuRomania,Bacalbasa__NuntaEnglitereiCuRomania,6225,6225
Bacalbasa_OPovesteTrista.txt,ro-storiesAP-ROST/Bacalbasa_OPovesteTrista.txt,Bacalbasa,OPovesteTrista,Bacalbasa__OPovesteTrista,3311,3311
Bacalbasa_OVictorie.txt,ro-storiesAP-ROST/Bacalbasa_OVictorie.txt,Bacalbasa,OVictorie,Bacalbasa__OVictorie,3352,3352
Bacalbasa_OameniiLui98.txt,ro-storiesAP-ROST/Bacalbasa_OameniiLui98.txt,Bacalbasa,OameniiLui98,Bacalbasa__OameniiLui98,3581,3581
Bacalbasa_OcultaSiInteligenta.txt,ro-storiesAP-ROST/Bacalbasa_OcultaSiInteligenta.txt,Bacalbasa,OcultaSiInteligenta,Bacalbasa__OcultaSiInteligenta,3509,3509
Bacalbasa_PapusileMaiestatiiSale.txt,ro-storiesAP-ROST/Bacalbasa_PapusileMaiestatiiSale.txt,Bacalbasa,PapusileMaiestatiiSale,Bacalbasa__PapusileMaiestatiiSale,3478,3478
Bacalbasa_PaturaCulta.txt,ro-storiesAP-ROST/Bacalbasa_PaturaCulta.txt,Bacalbasa,PaturaCulta,Bacalbasa__PaturaCulta,7162,7162
Bacalbasa_PentruCeLuptamNoiSocialistii.txt,ro-storiesAP-ROST/Bacalbasa_PentruCeLuptamNoiSocialistii.txt,Bacalbasa,PentruCeLuptamNoiSocialistii,Bacalbasa__PentruCeLuptamNoiSocialistii,2235,2235
Bacalbasa_PentruEminescu.txt,ro-storiesAP-ROST/Bacalbasa_PentruEminescu.txt,Bacalbasa,PentruEminescu,Bacalbasa__PentruEminescu,1704,1702
Bacalbasa_PentruReprezentantiiTarii.txt,ro-storiesAP-ROST/Bacalbasa_PentruReprezentantiiTarii.txt,Bacalbasa,PentruReprezentantiiTarii,Bacalbasa__PentruReprezentantiiTarii,3232,3232
Bacalbasa_PoetiCantati.txt,ro-storiesAP-ROST/Bacalbasa_PoetiCantati.txt,Bacalbasa,PoetiCantati,Bacalbasa__PoetiCantati,1044,1042
Bacalbasa_PolitistiiDinIasi.txt,ro-storiesAP-ROST/Bacalbasa_PolitistiiDinIasi.txt,Bacalbasa,PolitistiiDinIasi,Bacalbasa__PolitistiiDinIasi,2882,2882
Bacalbasa_PrasilaRegala.txt,ro-storiesAP-ROST/Bacalbasa_PrasilaRegala.txt,Bacalbasa,PrasilaRegala,Bacalbasa__PrasilaRegala,5918,5918
Bacalbasa_PrefataLaDonPaladu.txt,ro-storiesAP-ROST/Bacalbasa_PrefataLaDonPaladu.txt,Bacalbasa,PrefataLaDonPaladu,Bacalbasa__PrefataLaDonPaladu,4576,4576
Bacalbasa_ProcesulBurgheziei.txt,ro-storiesAP-ROST/Bacalbasa_ProcesulBurgheziei.txt,Bacalbasa,ProcesulBurgheziei,Bacalbasa__ProcesulBurgheziei,4195,4195
Bacalbasa_RaspunsulLaMesaj.txt,ro-storiesAP-ROST/Bacalbasa_RaspunsulLaMesaj.txt,Bacalbasa,RaspunsulLaMesaj,Bacalbasa__RaspunsulLaMesaj,4170,4170
Bacalbasa_Reflectii.txt,ro-storiesAP-ROST/Bacalbasa_Reflectii.txt,Bacalbasa,Reflectii,Bacalbasa__Reflectii,1554,1554
Bacalbasa_Scandal.txt,ro-storiesAP-ROST/Bacalbasa_Scandal.txt,Bacalbasa,Scandal,Bacalbasa__Scandal,4298,4298
Bacalbasa_SeDuceReligia.txt,ro-storiesAP-ROST/Bacalbasa_SeDuceReligia.txt,Bacalbasa,SeDuceReligia,Bacalbasa__SeDuceReligia,2172,2172
Bacalbasa_SerbareaDeAziHoriaCloscaCrisan.txt,ro-storiesAP-ROST/Bacalbasa_SerbareaDeAziHoriaCloscaCrisan.txt,Bacalbasa,SerbareaDeAziHoriaCloscaCrisan,Bacalbasa__SerbareaDeAziHoriaCloscaCrisan,2644,2644
Bacalbasa_ServitorulRegelui.txt,ro-storiesAP-ROST/Bacalbasa_ServitorulRegelui.txt,Bacalbasa,ServitorulRegelui,Bacalbasa__ServitorulRegelui,3505,3491
Bacalbasa_SfantaFilofteia.txt,ro-storiesAP-ROST/Bacalbasa_SfantaFilofteia.txt,Bacalbasa,SfantaFilofteia,Bacalbasa__SfantaFilofteia,6927,6919
Bacalbasa_Spanachidi.txt,ro-storiesAP-ROST/Bacalbasa_Spanachidi.txt,Bacalbasa,Spanachidi,Bacalbasa__Spanachidi,2207,2207
Bacalbasa_Spanachidism.txt,ro-storiesAP-ROST/Bacalbasa_Spanachidism.txt,Bacalbasa,Spanachidism,Bacalbasa__Spanachidism,4943,4943
Bacalbasa_TaraFericita.txt,ro-storiesAP-ROST/Bacalbasa_TaraFericita.txt,Bacalbasa,TaraFericita,Bacalbasa__TaraFericita,2737,2721
Bacalbasa_Taranii.txt,ro-storiesAP-ROST/Bacalbasa_Taranii.txt,Bacalbasa,Taranii,Bacalbasa__Taranii,3148,3148
Bacalbasa_TaraniiLaOras.txt,ro-storiesAP-ROST/Bacalbasa_TaraniiLaOras.txt,Bacalbasa,TaraniiLaOras,Bacalbasa__TaraniiLaOras,3957,3957
Bacalbasa_TextScrisDeMina.txt,ro-storiesAP-ROST/Bacalbasa_TextScrisDeMina.txt,Bacalbasa,TextScrisDeMina,Bacalbasa__TextScrisDeMina,2274,2274
Bacalbasa_UnulDinMultime.txt,ro-storiesAP-ROST/Bacalbasa_UnulDinMultime.txt,Bacalbasa,UnulDinMultime,Bacalbasa__UnulDinMultime,4407,4407
Bacalbasa_VeaculNostru.txt,ro-storiesAP-ROST/Bacalbasa_VeaculNostru.txt,Bacalbasa,VeaculNostru,Bacalbasa__VeaculNostru,2123,2123
Caragiale_25DeMinute.txt,ro-storiesAP-ROST/Caragiale_25DeMinute.txt,Caragiale,25DeMinute,Caragiale__25DeMinute,8671,8575
Caragiale_AbuHasan.txt,ro-storiesAP-ROST/Caragiale_AbuHasan.txt,Caragiale,AbuHasan,Caragiale__AbuHasan,32649,32559
Caragiale_AcceleratNo17.txt,ro-storiesAP-ROST/Caragiale_AcceleratNo17.txt,Caragiale,AcceleratNo17,Caragiale__AcceleratNo17,7494,7362
Caragiale_AmiculX.txt,ro-storiesAP-ROST/Caragiale_AmiculX.txt,Caragiale,AmiculX,Caragiale__AmiculX,7021,6924
Caragiale_Antologie.txt,ro-storiesAP-ROST/Caragiale_Antologie.txt,Caragiale,Antologie,Caragiale__Antologie,12056,12008
Caragiale_AsaSaMor.txt,ro-storiesAP-ROST/Caragiale_AsaSaMor.txt,Caragiale,AsaSaMor,Caragiale__AsaSaMor,8431,8395
Caragiale_AtmosferaIncarcata.txt,ro-storiesAP-ROST/Caragiale_AtmosferaIncarcata.txt,Caragiale,AtmosferaIncarcata,Caragiale__AtmosferaIncarcata,7576,7468
Caragiale_Bacalaureat.txt,ro-storiesAP-ROST/Caragiale_Bacalaureat.txt,Caragiale,Bacalaureat,Caragiale__Bacalaureat,6166,6062
Caragiale_Bubico.txt,ro-storiesAP-ROST/Caragiale_Bubico.txt,Caragiale,Bubico,Caragiale__Bubico,10716,10600
